0,211
1,155
2,118
3,240
4,188
5,142
6,117
7,227
8,183
9,253
10,191
11,229
12,166
13,140
14,106
15,210
16,170
17,106
18,206
19,147
20,100
21,226
22,161
23,115
24,179
25,142
26,200
27,125
28,207
29,122
30,200
31,139
32,197
33,130
34,221
35,161
36,108
37,269
38,177
39,135
40,276
41,185
42,125
43,259
44,182
45,125
46,266
47,190
48,123
